title,platform,score,genre,release_year,release_month,Game_genre_rate,Prop_of_genre_on_platf,Mean_score_per_genre
Zoo Tycoon DS,Nintendo DS,4.0,Simulation,2005,10,0.584,0.075,5.874
Shattered Union,PC,7.5,Strategy,2005,10,1.029,0.153,7.314
Sniper Elite,Xbox,7.7,Shooter,2005,10,1.08,0.118,7.485
Tony Hawk's American Wasteland,GameCube,8.5,Sports,2005,10,1.208,0.22,7.566
Tony Hawk's American Wasteland,Xbox,8.5,Sports,2005,10,1.208,0.208,7.872
Marine Park Empire,PC,7.0,Simulation,2005,10,1.022,0.053,7.105
MLSN Sports Picks,Wireless,8.9,Trivia,2005,10,1.434,0.021,6.916
NBA Slam,Wireless,7.7,Sports,2005,10,1.094,0.138,7.434
Shrek SuperSlam,Xbox,7.0,Fighting,2005,10,0.992,0.048,6.787
Shrek SuperSlam,GameCube,7.0,Fighting,2005,10,0.992,0.055,7.168
Sniper Elite,PlayStation 2,7.6,Action,2005,10,1.104,0.28,6.794
Mega Man Zero 4,Game Boy Advance,7.5,Action,2005,10,1.089,0.407,6.456
Conflict: Global Terror,PC,6.0,Action,2005,10,0.871,0.243,7.019
NCAA March Madness 06,PlayStation 2,8.7,Sports,2005,10,1.236,0.185,7.206
Tony Hawk's American Wasteland,PlayStation 2,8.5,Sports,2005,10,1.208,0.185,7.206
Jak X: Combat Racing,PlayStation 2,8.0,Racing,2005,10,1.173,0.122,6.539
NCAA March Madness 06,Xbox,8.7,Sports,2005,10,1.236,0.208,7.872
Derek Jeter Pro Baseball 2005 3D,Wireless,9.2,Sports,2005,10,1.307,0.138,7.434
Grand Theft Auto: Liberty City Stories,PlayStation Portable,9.0,Action,2005,10,1.307,0.263,6.684
Fable: The Lost Chapters,Xbox,8.6,Action,2005,10,1.249,0.305,7.028
Serenity,Wireless,7.4,Shooter,2005,10,1.038,0.065,6.907
Spartan: Total Warrior,GameCube,7.9,Action,2005,10,1.147,0.289,6.938
World Poker Tour,Xbox,7.0,Casino,2005,10,1.365,0.004,3.9
LEGO Star Wars: The Video Game,GameCube,8.0,Action,2005,10,1.162,0.289,6.938
Glimmerati,N-Gage,8.1,Racing,2005,10,1.188,0.133,6.875
Shrek SuperSlam,PlayStation 2,7.0,Fighting,2005,10,0.992,0.052,7.046
FIFA Soccer 06,PlayStation Portable,7.4,Sports,2005,10,1.052,0.141,6.987
The Sims 2,GameCube,8.5,Simulation,2005,10,1.241,0.014,8.029
Blitz: The League,Xbox,7.2,Sports,2005,10,1.023,0.208,7.872
Blitz: The League,PlayStation 2,7.2,Sports,2005,10,1.023,0.185,7.206
Battlefield 2: Modern Combat,PlayStation 2,8.5,Shooter,2005,10,1.193,0.065,6.655
Conflict: Global Terror,PlayStation 2,6.0,Action,2005,10,0.871,0.28,6.794
Battlefield 2: Modern Combat,Xbox,8.5,Shooter,2005,10,1.193,0.118,7.485
NBA Live 06,PlayStation Portable,7.8,Sports,2005,10,1.108,0.141,6.987
World Poker Tour,PlayStation 2,7.0,Card,2005,10,1.014,0.007,6.118
RollerCoaster Tycoon 3: Wild!,PC,7.9,Simulation,2005,10,1.153,0.053,7.105
World Poker Tour,Game Boy Advance,7.0,Casino,2005,10,1.365,0.002,7.0
"Stubbs the Zombie in ""Rebel without a Pulse""",Xbox,8.1,Action,2005,10,1.176,0.305,7.028
Spartan: Total Warrior,PlayStation 2,7.9,Action,2005,10,1.147,0.28,6.794
Spartan: Total Warrior,Xbox,7.9,Action,2005,10,1.147,0.305,7.028
Bratz Rock Angelz,PlayStation 2,7.5,Adventure,2005,10,1.067,0.039,6.315
Resident Evil 4,PlayStation 2,9.5,Action,2005,10,1.38,0.28,6.794
Ty the Tasmanian Tiger: Night of the Quinkan,Xbox,6.9,Platformer,2005,10,0.955,0.033,7.215
Splat Magazine Renegade Paintball,Xbox,5.2,Shooter,2005,10,0.73,0.118,7.485
The Weakest Link,Wireless,5.0,Trivia,2005,10,0.806,0.021,6.916
Brothers in Arms: Earned in Blood,PlayStation 2,5.0,Shooter,2005,10,0.702,0.065,6.655
The Sims 2,PlayStation 2,8.5,Simulation,2005,10,1.241,0.011,7.153
Splat Magazine Renegade Paintball,PC,4.0,Shooter,2005,10,0.561,0.102,7.097
Spyro: Shadow Legacy,Nintendo DS,4.0,RPG,2005,10,0.53,0.082,7.196
The Warriors,PlayStation 2,8.7,Action,2005,10,1.264,0.28,6.794
Shadow of the Colossus,PlayStation 2,9.7,Adventure,2005,10,1.38,0.039,6.315
Evil Dead Regeneration,PC,6.6,Action,2005,10,0.959,0.243,7.019
The Warriors,Xbox,8.7,Action,2005,10,1.264,0.305,7.028
Stick Fighter Fury,Wireless,8.0,Action,2005,10,1.162,0.296,7.055
Brothers in Arms: Earned in Blood,Wireless,7.5,Action,2005,10,1.089,0.296,7.055
Fire Emblem: Path of Radiance,GameCube,8.7,Strategy,2005,10,1.194,0.018,7.367
Crash Tag Team Racing,PlayStation 2,7.4,Racing,2005,10,1.085,0.122,6.539
Gretzky NHL 06,PlayStation Portable,7.0,Sports,2005,10,0.995,0.141,6.987
Metroid Prime Pinball,Nintendo DS,8.0,Pinball,2005,10,1.224,0.003,7.0
Wonder Boy,Wireless,7.1,Platformer,2005,10,0.983,0.024,7.509
The Legend of Zorro,Wireless,6.9,Action,2005,10,1.002,0.296,7.055
Sid Meier's Civilization IV,PC,9.4,Strategy,2005,10,1.29,0.153,7.314
Crash Tag Team Racing,Xbox,7.4,Racing,2005,10,1.085,0.136,6.98
Gunstar Super Heroes,Game Boy Advance,9.0,Action,2005,10,1.307,0.407,6.456
Ty the Tasmanian Tiger: Night of the Quinkan,PlayStation 2,6.9,Platformer,2005,10,0.955,0.033,7.045
Ratchet: Deadlocked,PlayStation 2,8.8,Action,2005,10,1.278,0.28,6.794
Red Faction,Wireless,6.4,Shooter,2005,10,0.898,0.065,6.907
Ty the Tasmanian Tiger: Night of the Quinkan,GameCube,6.9,Platformer,2005,10,0.955,0.069,6.666
The Sims 2,Xbox,8.5,Simulation,2005,10,1.241,0.009,6.771
Dance Dance Revolution: Mario Mix,GameCube,8.0,Music,2005,10,1.149,0.012,7.267
The Sims 2,Nintendo DS,8.2,Simulation,2005,10,1.197,0.075,5.874
AMF Xtreme Bowling for Prizes,Wireless,5.0,Sports,2005,10,0.71,0.138,7.434
Marvel Nemesis: Rise of the Imperfects,Nintendo DS,2.5,Fighting,2005,10,0.354,0.01,6.32
Dig Dug: Digging Strike,Nintendo DS,6.0,Action,2005,10,0.871,0.244,6.216
Ghost in the Shell: Stand Alone Complex,PlayStation Portable,6.2,Action,2005,10,0.901,0.263,6.684
Worms 4: Mayhem,PC,7.5,Strategy,2005,10,1.029,0.153,7.314
Conflict: Global Terror,Xbox,6.0,Action,2005,10,0.871,0.305,7.028
The Con,PlayStation Portable,6.2,Fighting,2005,10,0.878,0.044,6.829
X-Men Legends II: Rise of Apocalypse,PlayStation Portable,8.4,Action,2005,10,1.22,0.263,6.684
Soulcalibur III,PlayStation 2,8.5,Fighting,2005,10,1.204,0.052,7.046
Midway Arcade Treasures 3,GameCube,6.5,Racing,2005,10,0.953,0.104,6.574
Call of Duty 2,PC,8.5,Shooter,2005,10,1.193,0.102,7.097
Tony Hawk's American Wasteland (Collector's Edition),PlayStation 2,8.5,Sports,2005,11,1.208,0.185,7.206
Viewtiful Joe: Double Trouble,Nintendo DS,8.5,Action,2005,11,1.235,0.244,6.216
Gun,PlayStation 2,8.0,Shooter,2005,11,1.123,0.065,6.655
Donkey Kong Country 3,Game Boy Advance,7.5,Platformer,2005,11,1.038,0.08,6.99
20Q,Wireless,7.7,Party,2005,11,1.305,0.014,6.546
Bratz Rock Angelz,GameCube,7.5,Adventure,2005,11,1.067,0.028,6.771
Need for Speed Most Wanted 5-1-0,PlayStation Portable,7.5,Racing,2005,11,1.1,0.103,6.565
Codename: Kids Next Door -- Operation: V.I.D.E.O.G.A.M.E.,Xbox,4.0,Action,2005,11,0.581,0.305,7.028
The Movies,PC,8.0,Simulation,2005,11,1.168,0.053,7.105
Bratz Rock Angelz,PC,7.5,Adventure,2005,11,1.067,0.119,7.203
Gun,PC,8.0,Shooter,2005,11,1.123,0.102,7.097
Gun,GameCube,8.0,Shooter,2005,11,1.123,0.067,7.015
Gun,Xbox,8.0,Shooter,2005,11,1.123,0.118,7.485
Mall Tycoon 3,PC,6.8,Simulation,2005,11,0.993,0.053,7.105
Taito Legends,PlayStation 2,7.8,Action,2005,11,1.133,0.28,6.794
Star Wars: Republic Commando: Order 66,Wireless,8.4,Action,2005,11,1.22,0.296,7.055
Crash Tag Team Racing,Wireless,7.2,Racing,2005,11,1.056,0.071,6.85
Mario Party 7,GameCube,7.0,Party,2005,11,1.186,0.022,6.064
SOCOM: U.S. Navy SEALs Fireteam Bravo,PlayStation Portable,8.3,Shooter,2005,11,1.165,0.06,7.071
Suikoden Tactics,PlayStation 2,7.3,Strategy,2005,11,1.002,0.029,7.362
The Lord of the Rings: Tactics,PlayStation Portable,7.7,Strategy,2005,11,1.057,0.054,6.874
Athena,NES,8.0,Platformer,2005,11,1.108,0.191,6.333
Without Warning,PlayStation 2,4.0,Action,2005,11,0.581,0.28,6.794
Heroes of the Pacific,PlayStation 2,8.1,Flight,2005,11,1.193,0.013,7.236
Heroes of the Pacific,Xbox,8.0,Flight,2005,11,1.178,0.01,7.662
Chicken Little,Xbox,7.0,Action,2005,11,1.017,0.305,7.028
Ce-Lo,Wireless,7.0,Casino,2005,11,1.365,0.009,5.688
Call of Cthulhu: Dark Corners of the Earth,Xbox,8.2,Adventure,2005,11,1.166,0.034,6.821
Chicken Little,GameCube,7.0,Action,2005,11,1.017,0.289,6.938
Without Warning,Xbox,4.0,Action,2005,11,0.581,0.305,7.028
Family Guy: Stewie 2.0,Wireless,6.6,Action,2005,11,0.959,0.296,7.055
Heroes of the Pacific,PC,8.0,Flight,2005,11,1.178,0.014,7.214
Chicken Little,PlayStation 2,6.9,Action,2005,11,1.002,0.28,6.794
WWE SmackDown vs. Raw 2006,PlayStation 2,9.2,Wrestling,2005,11,1.316,0.012,7.4
NBA Basketball 2006,Wireless,7.0,Sports,2005,11,0.995,0.138,7.434
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Xbox,5.5,Action,2005,11,0.799,0.305,7.028
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PlayStation 2,5.5,Action,2005,11,0.799,0.28,6.794
Fatal Frame III: The Tormented,PlayStation 2,7.8,Adventure,2005,11,1.109,0.039,6.315
Snood 2,Wireless,7.9,Puzzle,2005,11,1.11,0.14,7.361
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GameCube,5.5,Action,2005,11,0.799,0.289,6.938
"SpongeBob SquarePants: Lights, Camera, PANTS!",PlayStation 2,7.0,Party,2005,11,1.186,0.007,5.95
Star Wars Battlefront II,PlayStation 2,7.0,Shooter,2005,11,0.982,0.065,6.655
Sniper Elite,PC,7.5,Action,2005,11,1.089,0.243,7.019
"SpongeBob SquarePants: Lights, Camera, PANTS!",Xbox,7.0,Party,2005,11,1.186,0.006,5.2
Star Wars Battlefront II,PC,7.0,Shooter,2005,11,0.982,0.102,7.097
"SpongeBob SquarePants: Lights, Camera, PANTS!",GameCube,7.0,Party,2005,11,1.186,0.022,6.064
NBA '06: Featuring The Life Vol. 1,PlayStation 2,6.9,Sports,2005,11,0.98,0.185,7.206
Guitar Hero (Game & Guitar Controller),PlayStation 2,9.2,Music,2005,11,1.321,0.049,6.906
Star Wars Battlefront II,Xbox,7.0,Shooter,2005,11,0.982,0.118,7.485
Call of Duty 2: Big Red One,GameCube,8.0,Shooter,2005,11,1.123,0.067,7.015
Half-Life 2,Xbox,9.4,Shooter,2005,11,1.319,0.118,7.485
Harry Potter and the Goblet of Fire,Xbox,7.2,Action,2005,11,1.046,0.305,7.028
Harry Potter and the Goblet of Fire,GameCube,7.2,Action,2005,11,1.046,0.289,6.938
Sonic Rush,Nintendo DS,9.0,Action,2005,11,1.307,0.244,6.216
Mario Kart DS,Nintendo DS,9.5,Racing,2005,11,1.393,0.046,5.829
Viewtiful Joe: Red Hot Rumble,GameCube,5.0,Fighting,2005,11,0.708,0.055,7.168
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PlayStation 2,8.3,Action,2005,11,1.206,0.28,6.794
Need for Speed Most Wanted [2005],GameCube,8.5,Racing,2005,11,1.246,0.104,6.574
Need for Speed Most Wanted [2005],PlayStation 2,8.5,Racing,2005,11,1.246,0.122,6.539
RPG Maker 3,PlayStation 2,7.0,RPG,2005,11,0.927,0.048,7.442
Harry Potter and the Goblet of Fire,PlayStation Portable,7.5,Action,2005,11,1.089,0.263,6.684
Need for Speed Most Wanted [2005],PC,8.5,Racing,2005,11,1.246,0.06,7.141
The Legend of Zorro: Swordfight,Wireless,7.7,Puzzle,2005,11,1.082,0.14,7.361
WWE SmackDown!,Wireless,7.5,Wrestling,2005,11,1.073,0.004,6.325
Madden NFL 06 (2D Edition),Wireless,7.5,Sports,2005,11,1.066,0.138,7.434
Kingdom of Paradise,PlayStation Portable,7.8,Action,2005,11,1.133,0.263,6.684
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Nintendo DS,6.0,Action,2005,11,0.871,0.244,6.216
Zathura: A Space Adventure,PlayStation 2,3.4,Adventure,2005,11,0.484,0.039,6.315
Zathura: A Space Adventure,Xbox,3.4,Adventure,2005,11,0.484,0.034,6.821
The Matrix: Path of Neo,PlayStation 2,7.8,Action,2005,11,1.133,0.28,6.794
Star Wars: Grievous Getaway,Wireless,6.0,Racing,2005,11,0.88,0.071,6.85
The Matrix: Path of Neo,Xbox,7.8,Action,2005,11,1.133,0.305,7.028
Earth 2160,PC,7.9,Strategy,2005,11,1.084,0.153,7.314
Neopets: The Darkest Faerie,PlayStation 2,6.5,Action,2005,11,0.944,0.28,6.794
Project Gotham Racing 3,Xbox 360,8.8,Racing,2005,11,1.29,0.06,6.987
Dynasty Warriors 5: Xtreme Legends,PlayStation 2,5.2,Action,2005,11,0.755,0.28,6.794
Tony Hawk's American Wasteland,Xbox 360,8.3,Sports,2005,11,1.179,0.115,7.271
Need for Speed Most Wanted [2005],Xbox,8.5,Racing,2005,11,1.246,0.136,6.98
Friends: The One With All The Trivia,PlayStation 2,5.0,Trivia,2005,11,0.806,0.005,6.311
Call of Duty 2: Big Red One (Collector's Edition),PlayStation 2,8.0,Shooter,2005,11,1.123,0.065,6.655
Secrets of Hold 'em with Howard Lederer,Wireless,8.8,Card,2005,11,1.275,0.028,8.0
NBA Live 06,PC,9.0,Sports,2005,11,1.279,0.053,7.0
The Bible Game,PlayStation 2,6.5,Trivia,2005,11,1.048,0.005,6.311
Operation Flashpoint: Elite,Xbox,5.0,Shooter,2005,11,0.702,0.118,7.485
Karaoke Revolution Party,Xbox,8.1,Music,2005,11,1.163,0.007,7.667
Karaoke Revolution Party,GameCube,7.6,Music,2005,11,1.092,0.012,7.267
Aeon Flux,Xbox,7.8,Action,2005,11,1.133,0.305,7.028
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GameCube,8.3,Action,2005,11,1.206,0.289,6.938
The Bible Game,Xbox,6.5,Trivia,2005,11,1.048,0.004,7.067
Karaoke Revolution Party,PlayStation 2,7.7,Music,2005,11,1.106,0.049,6.906
Uno Challenge,Wireless,7.0,Card,2005,11,1.014,0.028,8.0
X-Men Legends II: Rise of Apocalypse,Wireless,8.4,Adventure,2005,11,1.195,0.032,6.972
Friends: The One With All The Trivia,PC,5.0,Trivia,2005,11,0.806,0.004,6.193
Aeon Flux,PlayStation 2,7.8,Action,2005,11,1.133,0.28,6.794
Infected,PlayStation Portable,7.6,Action,2005,11,1.104,0.263,6.684
Harry Potter and the Goblet of Fire,PC,7.2,Action,2005,11,1.046,0.243,7.019
Ratchet & Clank: Going Mobile,Wireless,8.6,Platformer,2005,11,1.191,0.024,7.509
The Hustle: Detroit Streets,PlayStation Portable,6.5,Sports,2005,11,0.924,0.141,6.987
Harry Potter and the Goblet of Fire,PlayStation 2,7.2,Action,2005,11,1.046,0.28,6.794
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Xbox,8.3,Action,2005,11,1.206,0.305,7.028
Harry Potter and the Goblet of Fire,Game Boy Advance,7.4,Action,2005,11,1.075,0.407,6.456
Harry Potter and the Goblet of Fire,Nintendo DS,7.8,Action,2005,11,1.133,0.244,6.216
Tiger Woods PGA Tour 06,Xbox 360,6.8,Sports,2005,11,0.966,0.115,7.271
World Championship Poker 2: Featuring Howard Lederer,PlayStation 2,7.0,Card,2005,11,1.014,0.007,6.118
Quake 4,Xbox 360,8.1,Shooter,2005,11,1.137,0.16,7.363
Ridge Racer 6,Xbox 360,7.0,Racing,2005,11,1.027,0.06,6.987
Hexic HD,Xbox 360,7.5,Puzzle,2005,11,1.053,0.043,7.03
Major League Baseball 2K5: World Series Edition,Xbox,8.8,Sports,2005,11,1.25,0.208,7.872
Driver: Vegas,Wireless,8.6,Action,2005,11,1.249,0.296,7.055
World Championship Poker 2: Featuring Howard Lederer,Xbox,7.0,Card,2005,11,1.014,0.006,5.66
Geometry Wars: Retro Evolved,Xbox 360,8.0,Shooter,2005,11,1.123,0.16,7.363
Major League Baseball 2K5: World Series Edition,PlayStation 2,8.8,Sports,2005,11,1.25,0.185,7.206
50 Cent: Bulletproof,PlayStation 2,6.5,Action,2005,11,0.944,0.28,6.794
50 Cent: Bulletproof,Xbox,6.5,Action,2005,11,0.944,0.305,7.028
Grand Theft Auto: San Andreas (Special Edition),PlayStation 2,9.6,Action,2005,11,1.394,0.28,6.794
City of Villains,PC,8.0,RPG,2005,11,1.059,0.092,7.66
Amped 3,Xbox 360,6.9,Sports,2005,11,0.98,0.115,7.271
Ultimate Arcade Games,Game Boy Advance,5.5,Action,2005,11,0.799,0.407,6.456
Peter Jackson's King Kong,Wireless,8.9,Action,2005,11,1.293,0.296,7.055
Resident Evil 4: Premium Edition,PlayStation 2,9.5,Action,2005,11,1.38,0.28,6.794
3D Pool Urban Hustle,Wireless,8.0,Sports,2005,11,1.137,0.138,7.434
Kim Possible: Kimmunicator,Nintendo DS,5.5,Simulation,2005,11,0.803,0.075,5.874
Condemned: Criminal Origins,Xbox 360,8.7,Action,2005,11,1.264,0.298,6.877
Shadow the Hedgehog,Xbox,4.9,Action,2005,11,0.712,0.305,7.028
The Matrix: Path of Neo,PC,6.5,Action,2005,11,0.944,0.243,7.019
Diplomacy: The Game of International Intrigue,PC,5.0,Strategy,2005,11,0.686,0.153,7.314
EyeToy: Operation Spy,PlayStation 2,6.0,Action,2005,11,0.871,0.28,6.794
Shadow the Hedgehog,GameCube,4.9,Action,2005,11,0.712,0.289,6.938
Shadow the Hedgehog,PlayStation 2,4.7,Action,2005,11,0.683,0.28,6.794
Teen Titans,Game Boy Advance,5.5,Action,2005,11,0.799,0.407,6.456
NBA Live 06,Xbox 360,5.9,Sports,2005,11,0.838,0.115,7.271
Frogger Puzzle,Wireless,4.5,Puzzle,2005,11,0.632,0.14,7.361
Vijay Singh Pro Golf 2005 3D,Wireless,8.9,Sports,2005,11,1.265,0.138,7.434
True Crime: New York City,PlayStation 2,7.8,Action,2005,11,1.133,0.28,6.794
FIFA 06: Road to FIFA World Cup,Xbox 360,6.9,Sports,2005,11,0.98,0.115,7.271
Dragon Quest VIII: Journey of the Cursed King,PlayStation 2,9.0,RPG,2005,11,1.192,0.048,7.442
True Crime: New York City,GameCube,7.8,Action,2005,11,1.133,0.289,6.938
UFO: Aftershock,PC,7.5,Strategy,2005,12,1.029,0.153,7.314
Prince of Persia: The Two Thrones,Wireless,8.0,Action,2005,12,1.162,0.296,7.055
Robotron: 2084,Xbox 360,7.5,Shooter,2005,12,1.052,0.16,7.363
Joust,Xbox 360,7.5,Action,2005,12,1.089,0.298,6.877
Tony Hawk's American Sk8land,Nintendo DS,8.8,Sports,2005,11,1.25,0.065,5.91
Pac-Man World 3,GameCube,6.9,Action,2005,11,1.002,0.289,6.938
Pac-Man World 3,Xbox,6.9,Action,2005,11,1.002,0.305,7.028
True Crime: New York City,Xbox,7.8,Action,2005,11,1.133,0.305,7.028
Pac-Man World 3,PlayStation 2,6.9,Action,2005,11,1.002,0.28,6.794
The Legend of Heroes: A Tear of Vermillion,PlayStation Portable,5.5,RPG,2005,11,0.728,0.073,6.809
Need for Speed Most Wanted [2005],Xbox 360,8.0,Racing,2005,11,1.173,0.06,6.987
NBA 2K6,Xbox 360,7.8,Sports,2005,11,1.108,0.115,7.271
Call of Duty 2,Xbox 360,9.0,Shooter,2005,11,1.263,0.16,7.363
FIFA Soccer 06,PC,8.7,Sports,2005,11,1.236,0.053,7.0
Battlefield 2: Special Forces,PC,8.0,Shooter,2005,11,1.123,0.102,7.097
Crime Life: Gang Wars,Xbox,3.9,Action,2005,11,0.566,0.305,7.028
Mario & Luigi: Partners in Time,Nintendo DS,9.0,RPG,2005,11,1.192,0.082,7.196
College Hoops 2K6,PlayStation 2,8.0,Sports,2005,12,1.137,0.185,7.206
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PC,8.3,Action,2005,12,1.206,0.243,7.019
Gauntlet [1985],Xbox 360,6.0,Action,2005,12,0.871,0.298,6.877
The Incredibles: Rise of the Underminer,PlayStation 2,6.0,Action,2005,12,0.871,0.28,6.794
Burnout Legends,Nintendo DS,3.5,Racing,2005,12,0.513,0.046,5.829
"Ed, Edd 'n Eddy: The Mis-Edventures",PC,2.9,Adventure,2005,12,0.412,0.119,7.203
The Incredibles: Rise of the Underminer,PC,6.0,Action,2005,12,0.871,0.243,7.019
Prince of Persia: The Two Thrones,Xbox,8.8,Action,2005,12,1.278,0.305,7.028
Gun,Xbox 360,7.9,Shooter,2005,11,1.109,0.16,7.363
Madden NFL 06,Xbox 360,8.0,Sports,2005,11,1.137,0.115,7.271
NHL 2K6,Xbox 360,7.5,Sports,2005,11,1.066,0.115,7.271
Kameo: Elements of Power,Xbox 360,8.4,Adventure,2005,11,1.195,0.044,6.882
The Incredibles: Rise of the Underminer,Nintendo DS,6.3,Action,2005,11,0.915,0.244,6.216
G-Unit: Free Yayo,Wireless,5.5,Action,2005,11,0.799,0.296,7.055
Battle of Britain II: Wings of Victory,PC,8.2,Flight,2005,11,1.207,0.014,7.214
Dr. Mario & Puzzle League,Game Boy Advance,7.8,Puzzle,2005,11,1.096,0.052,6.728
Platinum Solitaire,Wireless,8.0,Card,2005,11,1.159,0.028,8.0
College Hoops 2K6,Xbox,8.3,Sports,2005,11,1.179,0.208,7.872
ONE,N-Gage,8.0,Fighting,2005,11,1.133,0.067,7.6
Need for Speed Most Wanted [2005],Nintendo DS,4.0,Racing,2005,11,0.587,0.046,5.829
Peter Jackson's King Kong,Xbox,8.0,Action,2005,11,1.162,0.305,7.028
Prince of Persia: The Two Thrones,GameCube,8.8,Action,2005,12,1.278,0.289,6.938
SpongeBob SquarePants Baytona 500,Wireless,6.3,Racing,2005,12,0.924,0.071,6.85
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Nintendo DS,7.2,Action,2005,12,1.046,0.244,6.216
The Incredibles: Rise of the Underminer,GameCube,6.0,Action,2005,12,0.871,0.289,6.938
The Incredibles: Rise of the Underminer,Xbox,6.0,Action,2005,12,0.871,0.305,7.028
America's Army: Rise of a Soldier,Xbox,5.5,Shooter,2005,12,0.772,0.118,7.485
Ancient Empires II,Wireless,8.8,Strategy,2005,12,1.208,0.032,7.531
Prince of Persia: The Two Thrones,PlayStation 2,8.8,Action,2005,12,1.278,0.28,6.794
Peter Jackson's King Kong,PlayStation 2,8.0,Action,2005,11,1.162,0.28,6.794
EverQuest II: Desert of Flames,PC,8.2,RPG,2005,11,1.086,0.092,7.66
Peter Jackson's King Kong,PC,8.0,Action,2005,11,1.162,0.243,7.019
Perfect Dark Zero,Xbox 360,8.4,Shooter,2005,11,1.179,0.16,7.363
Peter Jackson's King Kong,GameCube,8.0,Action,2005,11,1.162,0.289,6.938
Kid's Cards,Game Boy Advance,3.0,Card,2005,11,0.435,0.018,7.227
Peter Jackson's King Kong,Xbox 360,8.0,Action,2005,11,1.162,0.298,6.877
System Rush,N-Gage,8.2,Racing,2005,11,1.202,0.133,6.875
Nintendogs: Best Friends Version,Nintendo DS,8.8,Virtual Pet,2005,11,1.46,0.037,6.132
"Ed, Edd 'n Eddy: The Mis-Edventures",Xbox,5.1,Action,2005,11,0.741,0.305,7.028
Wild ARMs -- Alter Code: F,PlayStation 2,7.7,RPG,2005,11,1.019,0.048,7.442
SpongeBob SquarePants: The Yellow Avenger,Nintendo DS,7.7,Platformer,2005,11,1.066,0.034,6.84
SEGA Casino,Nintendo DS,5.5,Casino,2005,11,1.072,0.003,4.167
SBK: Snowboard Kids,Nintendo DS,6.2,Sports,2005,11,0.881,0.065,5.91
JetFighter 2015,PC,6.8,Flight,2005,11,1.001,0.014,7.214
Magna Carta: Tears of Blood,PlayStation 2,6.0,RPG,2005,11,0.794,0.048,7.442
EyeToy: Kinetic,PlayStation 2,8.0,Sports,2005,11,1.137,0.185,7.206
Snood 2: On Vacation,Nintendo DS,4.5,Puzzle,2005,12,0.632,0.083,6.59
Crash Tag Team Racing,PlayStation Portable,7.0,Racing,2005,12,1.027,0.103,6.565
Combat Elite: WWII Paratroopers,Xbox,5.5,Action,2005,12,0.799,0.305,7.028
Combat Elite: WWII Paratroopers,PlayStation 2,5.5,Action,2005,12,0.799,0.28,6.794
Tiger Woods PGA Tour 06,Wireless,8.4,Sports,2005,12,1.194,0.138,7.434
"Ed, Edd 'n Eddy: The Mis-Edventures",PlayStation 2,5.0,Action,2005,12,0.726,0.28,6.794
X3: Reunion,PC,8.0,Simulation,2005,12,1.168,0.053,7.105
Zoo Tycoon 2: Endangered Species,PC,6.5,Simulation,2005,12,0.949,0.053,7.105
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Game Boy Advance,7.4,Action,2005,12,1.075,0.407,6.456
Cabela's Dangerous Hunts 2,GameCube,6.3,Hunting,2005,12,1.111,0.002,6.3
Tower Bloxx,Wireless,9.0,Puzzle,2005,12,1.264,0.14,7.361
Cabela's Dangerous Hunts 2,PlayStation 2,6.1,Hunting,2005,12,1.076,0.012,6.085
Tokobot,PlayStation Portable,7.5,Platformer,2005,12,1.038,0.03,7.195
Dora the Explorer: Journey to the Purple Planet,PlayStation 2,7.0,Adventure,2005,12,0.996,0.039,6.315
Animal Crossing: Wild World,Nintendo DS,8.8,Adventure,2005,12,1.252,0.096,6.305
Star Wars Galaxies: Trials of Obi-Wan,PC,7.8,RPG,2005,12,1.033,0.092,7.66
The Bible Game,Game Boy Advance,3.5,Trivia,2005,12,0.564,0.002,3.5
PoPoLoCrois,PlayStation Portable,7.4,RPG,2005,12,0.98,0.073,6.809
Wallace & Gromit: The Curse of the Were-Rabbit,Wireless,5.5,Puzzle,2005,12,0.773,0.14,7.361
Cabela's Dangerous Hunts 2,Xbox,6.4,Hunting,2005,12,1.129,0.006,5.9
Starship Troopers,PC,5.0,Shooter,2005,12,0.702,0.102,7.097
"Stubbs the Zombie in ""Rebel without a Pulse""",PC,7.5,Action,2005,12,1.089,0.243,7.019
Super Mario Strikers,GameCube,7.6,Sports,2005,12,1.08,0.22,7.566
Peter Jackson's King Kong,Nintendo DS,3.0,Action,2005,12,0.436,0.244,6.216
Asphalt: Urban GT 2,Wireless,8.7,Racing,2005,12,1.276,0.071,6.85
Electroplankton,Nintendo DS,7.0,Music,2006,1,1.005,0.03,6.5
Space Hack,PC,5.5,Action,2006,1,0.799,0.243,7.019
Mega Man X Collection,PlayStation 2,7.0,Compilation,2006,1,0.94,0.007,7.136
Pinball Hall of Fame,PlayStation Portable,7.0,Pinball,2006,1,1.071,0.005,6.0
