title,platform,score,genre,release_year,release_month,Game_genre_rate,Prop_of_genre_on_platf,Mean_score_per_genre
Flipnic: Ultimate Pinball,PlayStation 2,5.2,Pinball,2005,7,0.795,0.002,6.233
Crown of Glory,PC,8.0,Strategy,2005,7,1.098,0.153,7.314
NCAA Football 06,Xbox,9.2,Sports,2005,7,1.307,0.208,7.872
Atelier Iris ~Eternal Mana~,PlayStation 2,8.0,RPG,2005,7,1.059,0.048,7.442
NCAA Football 06,PlayStation 2,9.2,Sports,2005,7,1.307,0.185,7.206
Mini Golf 2,Wireless,8.2,Sports,2005,7,1.165,0.138,7.434
Boiling Point: Road to Hell,PC,7.0,Shooter,2005,7,0.982,0.102,7.097
Pac-Mania 3D,Wireless,6.1,Action,2005,7,0.886,0.296,7.055
Coded Arms,PlayStation Portable,7.0,Shooter,2005,7,0.982,0.06,7.071
Sid Meier's Pirates! Live the Life,Xbox,9.2,Action,2005,7,1.336,0.305,7.028
The King of Fighters: Maximum Impact -- Maniax,Xbox,7.8,Fighting,2005,7,1.105,0.048,6.787
Derek Jeter Pro Baseball 2005,Wireless,8.9,Sports,2005,7,1.265,0.138,7.434
Halo 2 Multiplayer Map Pack,Xbox,9.0,Shooter,2005,7,1.263,0.118,7.485
Killer 7,GameCube,8.1,Action,2005,7,1.176,0.289,6.938
Killer 7,PlayStation 2,7.9,Action,2005,7,1.147,0.28,6.794
Riviera: The Promised Land,Game Boy Advance,7.0,RPG,2005,6,0.927,0.072,7.539
After Burner II,Wireless,5.0,Flight,2005,6,0.736,0.003,6.5
Dead to Rights: Reckoning,PlayStation Portable,5.0,Action,2005,6,0.726,0.263,6.684
Wimbledon 2005,Wireless,5.0,Sports,2005,6,0.71,0.138,7.434
AstroPop,Wireless,8.2,Puzzle,2005,6,1.152,0.14,7.361
World Poker Tour: Texas Hold 'Em,Wireless,9.0,Card,2005,6,1.304,0.028,8.0
Tom Clancy's Ghost Recon 2 Summit Strike,Xbox,8.5,Shooter,2005,8,1.193,0.118,7.485
Outlaw Tennis,PlayStation 2,7.0,Sports,2005,8,0.995,0.185,7.206
Outlaw Tennis,Xbox,7.0,Sports,2005,8,0.995,0.208,7.872
Salvo!,PC,6.5,Strategy,2005,8,0.892,0.153,7.314
The X-Files: The Deserter,Wireless,6.9,Adventure,2005,8,0.981,0.032,6.972
The X-Files: The Lion's Den,Wireless,5.0,Strategy,2005,8,0.686,0.032,7.531
Monopoly [2003],Wireless,7.2,Board,2005,7,1.089,0.014,7.431
Delta Force: Black Hawk Down,PlayStation 2,5.5,Shooter,2005,7,0.772,0.065,6.655
Delta Force: Black Hawk Down,Xbox,6.8,Shooter,2005,7,0.954,0.118,7.485
Love Triangle: Dating Challenge,Wireless,8.0,Simulation,2005,7,1.168,0.039,7.803
Graffiti Kingdom,PlayStation 2,6.8,Action,2005,7,0.988,0.28,6.794
Pac-Match!,Wireless,7.4,Puzzle,2005,7,1.039,0.14,7.361
Samurai by JAMDAT,Wireless,7.1,Action,2005,7,1.031,0.296,7.055
FOX Sports Football '06,Wireless,7.1,Sports,2005,7,1.009,0.138,7.434
Star Wars Lightsaber Combat,Wireless,5.8,Fighting,2005,7,0.822,0.02,6.55
Tom Clancy's Splinter Cell Chaos Theory 3D,Wireless,8.0,Action,2005,7,1.162,0.296,7.055
Charlie and the Chocolate Factory,Xbox,4.5,Action,2005,7,0.654,0.305,7.028
Colosseum: Road to Freedom,PlayStation 2,6.0,Action,2005,7,0.871,0.28,6.794
Charlie and the Chocolate Factory,PlayStation 2,4.5,Action,2005,7,0.654,0.28,6.794
Nanostray,Nintendo DS,8.0,Shooter,2005,7,1.123,0.022,6.965
Charlie and the Chocolate Factory,GameCube,4.5,Action,2005,7,0.654,0.289,6.938
Fantastic 4,Game Boy Advance,5.0,Action,2005,7,0.726,0.407,6.456
Star Wars: Battle Above Coruscant,Wireless,7.7,Shooter,2005,7,1.08,0.065,6.907
JAMDAT Mini Golf,Wireless,7.8,Sports,2005,7,1.108,0.138,7.434
FlatOut [2005],PC,7.0,Racing,2005,7,1.027,0.06,7.141
Medieval Combat: Age of Glory,Wireless,8.6,Fighting,2005,8,1.218,0.02,6.55
Harvest Moon: More Friends of Mineral Town,Game Boy Advance,8.5,RPG,2005,8,1.125,0.072,7.539
Madden NFL 06,GameCube,8.5,Sports,2005,8,1.208,0.22,7.566
Geist,GameCube,7.8,Shooter,2005,8,1.094,0.067,7.015
Madden NFL 06,Nintendo DS,6.0,Sports,2005,8,0.853,0.065,5.91
Death Jr.,PlayStation Portable,7.0,Action,2005,8,1.017,0.263,6.684
Madden NFL 06,Game Boy Advance,7.8,Sports,2005,8,1.108,0.109,6.418
Darkwatch,Xbox,7.9,Shooter,2005,8,1.109,0.118,7.485
EyeToy: Play 2,PlayStation 2,7.7,Party,2005,8,1.305,0.007,5.95
Darkwatch,PlayStation 2,7.6,Shooter,2005,8,1.066,0.065,6.655
Tri-Peaks Solitaire (EA),Wireless,8.1,Card,2005,8,1.174,0.028,8.0
Turbo 21,Wireless,6.9,Card,2005,8,1.0,0.028,8.0
Poppit!,Wireless,7.7,Puzzle,2005,8,1.082,0.14,7.361
Madden NFL 06 (3D Edition),Wireless,7.1,Sports,2005,8,1.009,0.138,7.434
Suzuki TT Superbikes: Real Road Racing,PlayStation 2,6.1,Racing,2005,8,0.895,0.122,6.539
Advent Rising,PC,7.9,Action,2005,8,1.147,0.243,7.019
"Codename: Panzers, Phase Two",PC,8.5,Strategy,2005,8,1.166,0.153,7.314
Tom Clancy's Rainbow Six: Lockdown,Wireless,7.9,Shooter,2005,8,1.109,0.065,6.907
Harvest Moon: Another Wonderful Life,GameCube,7.5,RPG,2005,8,0.993,0.022,7.891
Makai Kingdom: Chronicles of the Sacred Tome,PlayStation 2,8.1,Strategy,2005,8,1.112,0.029,7.362
Shaman King: Master of Spirits 2,Game Boy Advance,8.0,Action,2005,8,1.162,0.407,6.456
Dodgeball: A True Underdog Story,Wireless,7.8,Sports,2005,8,1.108,0.138,7.434
Madden NFL 06,PlayStation 2,8.8,Sports,2005,8,1.25,0.185,7.206
The Lord of the Rings Trilogy,Wireless,8.7,Action,2005,8,1.264,0.296,7.055
Madden NFL 06,Xbox,8.8,Sports,2005,8,1.25,0.208,7.872
Big Mutha Truckers 2,PlayStation 2,5.5,Racing,2005,8,0.807,0.122,6.539
Namco Museum Battle Collection,PlayStation Portable,7.5,Action,2005,8,1.089,0.263,6.684
Paperboy / Rampage,Game Boy Advance,4.0,Action,2005,8,0.581,0.407,6.456
Big Mutha Truckers 2,PC,5.5,Racing,2005,8,0.807,0.06,7.141
Beat Down: Fists of Vengeance,PlayStation 2,4.6,Action,2005,8,0.668,0.28,6.794
Hello Kitty Roller Rescue,GameCube,6.0,Action,2005,8,0.871,0.289,6.938
Beat Down: Fists of Vengeance,Xbox,4.6,Action,2005,8,0.668,0.305,7.028
1000 Words,Wireless,8.0,Puzzle,2005,8,1.124,0.14,7.361
Harry Potter: Find Scabbers,Wireless,5.0,Action,2005,8,0.726,0.296,7.055
Madden NFL 06,PC,8.8,Sports,2005,8,1.25,0.053,7.0
Midtown Madness 3 Mobile (3D Edition),Wireless,6.6,Racing,2005,8,0.968,0.071,6.85
Pac'n Roll,Nintendo DS,8.0,Action,2005,8,1.162,0.244,6.216
NFL Football 2006,Wireless,7.8,Sports,2005,8,1.108,0.138,7.434
Nintendogs: Lab & Friends,Nintendo DS,8.8,Virtual Pet,2005,8,1.46,0.037,6.132
Sonic Gems Collection,GameCube,7.5,Action,2005,8,1.089,0.289,6.938
Advance Wars: Dual Strike,Nintendo DS,9.0,Strategy,2005,8,1.235,0.048,6.88
Nintendogs: Dachshund & Friends,Nintendo DS,8.8,Virtual Pet,2005,8,1.46,0.037,6.132
Nintendogs: Chihuahua & Friends,Nintendo DS,8.8,Virtual Pet,2005,8,1.46,0.037,6.132
BloodRayne 2,PC,6.8,Action,2005,8,0.988,0.243,7.019
Sigma Star Saga,Game Boy Advance,6.0,Shooter,2005,8,0.842,0.029,6.444
Independence Day,Wireless,7.5,Flight,2005,8,1.104,0.003,6.5
The Incredible Hulk: Ultimate Destruction,Xbox,8.4,Action,2005,8,1.22,0.305,7.028
The Incredible Hulk: Ultimate Destruction,PlayStation 2,8.4,Action,2005,8,1.22,0.28,6.794
The Incredible Hulk: Ultimate Destruction,GameCube,8.4,Action,2005,8,1.22,0.289,6.938
Dungeon Siege II,PC,8.5,RPG,2005,8,1.125,0.092,7.66
Splashdown: Rides Gone Wild,Wireless,6.2,Racing,2005,9,0.909,0.071,6.85
Clue SFX,Wireless,7.4,Puzzle,2005,9,1.039,0.14,7.361
NASCAR 06: Total Team Control,Xbox,8.5,Racing,2005,9,1.246,0.136,6.98
NASCAR 06: Total Team Control,PlayStation 2,8.5,Racing,2005,9,1.246,0.122,6.539
Namco Museum: 50th Anniversary,GameCube,5.0,Compilation,2005,8,0.672,0.01,6.28
Namco Museum: 50th Anniversary,PlayStation 2,5.0,Compilation,2005,8,0.672,0.007,7.136
One Piece Grand Battle!,GameCube,7.0,Action,2005,8,1.017,0.289,6.938
One Piece Grand Battle!,PlayStation 2,7.0,Fighting,2005,8,0.992,0.052,7.046
Water Balloon Drop,Wireless,6.7,Action,2005,8,0.973,0.296,7.055
Namco Museum: 50th Anniversary,Xbox,5.0,Compilation,2005,8,0.672,0.006,6.8
Namco Museum: 50th Anniversary,Game Boy Advance,6.0,Compilation,2005,8,0.806,0.005,7.433
InuYasha: Feudal Combat,PlayStation 2,4.0,Fighting,2005,8,0.567,0.052,7.046
Ninja Gaiden Black,Xbox,9.4,Action,2005,9,1.365,0.305,7.028
World Series of Poker,GameCube,3.5,Card,2005,9,0.507,0.012,6.867
Cabela's Outdoor Adventures [2006],PlayStation 2,6.0,Hunting,2005,9,1.058,0.012,6.085
World Series of Poker,Xbox,3.5,Card,2005,9,0.507,0.006,5.66
Mortal Kombat: Shaolin Monks,Xbox,8.0,Fighting,2005,9,1.133,0.048,6.787
MediEvil Resurrection,PlayStation Portable,7.3,Action,2005,9,1.06,0.263,6.684
Major Carnage 3D,Wireless,5.7,Action,2005,9,0.828,0.296,7.055
Pac-Man's Arcade Corner,Wireless,7.0,Music,2005,9,1.005,0.011,6.68
NHL 06,PC,8.5,Sports,2005,9,1.208,0.053,7.0
Space Invaders Revolution,Nintendo DS,5.0,Shooter,2005,8,0.702,0.022,6.965
Dynasty Warriors Advance,Game Boy Advance,4.0,Action,2005,8,0.581,0.407,6.456
NHRA Championship Drag Racing,PlayStation 2,7.3,Racing,2005,8,1.071,0.122,6.539
Tony Hawk's Pro Skater 3D,Wireless,7.6,Sports,2005,8,1.08,0.138,7.434
Yu-Gi-Oh! Nightmare Troubadour,Nintendo DS,7.0,Card,2005,8,1.014,0.019,6.3
187 Ride or Die,PlayStation 2,5.0,Racing,2005,8,0.733,0.122,6.539
WWE Day of Reckoning 2,GameCube,8.5,Wrestling,2005,8,1.216,0.018,7.722
MotoGP 3: Ultimate Racing Technology,Xbox,8.9,Racing,2005,8,1.305,0.136,6.98
Gretzky NHL 06,PlayStation 2,6.8,Sports,2005,9,0.966,0.185,7.206
Myst V: End of Ages,PC,8.8,Adventure,2005,9,1.252,0.119,7.203
X-Men Legends II: Rise of Apocalypse,PC,8.5,Action,2005,9,1.235,0.243,7.019
Tak: The Great Juju Challenge,PlayStation 2,8.0,Platformer,2005,9,1.108,0.033,7.045
Dynasty Warriors 5,Xbox,7.7,Action,2005,9,1.118,0.305,7.028
X-Men Legends II: Rise of Apocalypse,PlayStation 2,8.5,Action,2005,9,1.235,0.28,6.794
Mortal Kombat: Shaolin Monks,PlayStation 2,8.0,Fighting,2005,9,1.133,0.052,7.046
Fable: The Lost Chapters,PC,8.7,Action,2005,9,1.264,0.243,7.019
World Series of Poker,PlayStation 2,3.5,Card,2005,9,0.507,0.007,6.118
Genji: Dawn of the Samurai,PlayStation 2,7.0,Action,2005,9,1.017,0.28,6.794
DK: King of Swing,Game Boy Advance,7.8,Action,2005,9,1.133,0.407,6.456
We ♥ Katamari,PlayStation 2,8.0,Action,2005,9,1.162,0.28,6.794
NHL 06,GameCube,8.5,Sports,2005,9,1.208,0.22,7.566
Atari Legends Vol. 1,Wireless,4.5,Action,2005,9,0.654,0.296,7.055
Stealth,Wireless,7.6,Shooter,2005,9,1.066,0.065,6.907
Pump It Up: Exceed (Game & Dance Pad),PlayStation 2,7.2,Music,2005,9,1.034,0.049,6.906
Skipping Stone,Wireless,9.0,Other,2005,9,1.605,0.001,9.0
Rebelstar Tactical Command,Game Boy Advance,7.7,Strategy,2005,9,1.057,0.026,7.556
Tom Clancy's Rainbow Six: Lockdown,Xbox,7.8,Shooter,2005,9,1.094,0.118,7.485
Marc Ecko's Getting Up,Wireless,8.2,Action,2005,9,1.191,0.296,7.055
NHL 06,PlayStation 2,8.5,Sports,2005,9,1.208,0.185,7.206
187 Ride or Die,Xbox,5.0,Racing,2005,8,0.733,0.136,6.98
Metal Slug 4 & 5,Xbox,6.1,Shooter,2005,8,0.856,0.118,7.485
Mario Superstar Baseball,GameCube,7.9,Sports,2005,8,1.123,0.22,7.566
Big Mutha Truckers 2,Xbox,5.5,Racing,2005,8,0.807,0.136,6.98
The King of Fighters 02/03,Xbox,7.0,Fighting,2005,8,0.992,0.048,6.787
Sly 3: Honor Among Thieves,PlayStation 2,8.1,Platformer,2005,9,1.121,0.033,7.045
Tak: The Great Juju Challenge,GameCube,8.0,Platformer,2005,9,1.108,0.069,6.666
X-Men Legends II: Rise of Apocalypse,Xbox,8.5,Action,2005,9,1.235,0.305,7.028
X-Men Legends II: Rise of Apocalypse,GameCube,8.0,Action,2005,9,1.162,0.289,6.938
Urban Reign,PlayStation 2,6.6,Action,2005,9,0.959,0.28,6.794
Legend of Kay,PlayStation 2,7.5,Action,2005,9,1.089,0.28,6.794
Gauntlet / Rampart,Game Boy Advance,4.0,Action,2005,9,0.581,0.407,6.456
Klax / Marble Madness,Game Boy Advance,4.5,Action,2005,9,0.654,0.407,6.456
Battalion Wars,GameCube,8.8,Action,2005,9,1.278,0.289,6.938
GripShift,PlayStation Portable,7.5,Racing,2005,9,1.1,0.103,6.565
Scooby-Doo! Unmasked,PlayStation 2,6.9,Action,2005,9,1.002,0.28,6.794
Evil Dead Regeneration,PlayStation 2,6.8,Action,2005,9,0.988,0.28,6.794
Scooby-Doo! Unmasked,GameCube,6.9,Platformer,2005,9,0.955,0.069,6.666
Spider-Man 2: The Hero Returns,Wireless,7.1,Action,2005,9,1.031,0.296,7.055
Evil Dead Regeneration,Xbox,6.8,Action,2005,9,0.988,0.305,7.028
Tom Clancy's Rainbow Six: Lockdown,PlayStation 2,7.6,Shooter,2005,9,1.066,0.065,6.655
Burnout Revenge,Xbox,8.9,Racing,2005,9,1.305,0.136,6.98
NHL 06,Xbox,8.5,Sports,2005,9,1.208,0.208,7.872
Burnout Revenge,PlayStation 2,8.9,Racing,2005,9,1.305,0.122,6.539
NHL 2K6,PlayStation 2,8.7,Sports,2005,9,1.236,0.185,7.206
NHL 2K6,Xbox,8.7,Sports,2005,9,1.236,0.208,7.872
Blackjack Hustler,Wireless,7.0,Card,2005,9,1.014,0.028,8.0
Massive Snowboarding,Wireless,9.0,Sports,2005,9,1.279,0.138,7.434
Radiata Stories,PlayStation 2,8.0,RPG,2005,9,1.059,0.048,7.442
The Suffering: Ties That Bind,PC,8.1,Action,2005,9,1.176,0.243,7.019
The Suffering: Ties That Bind,Xbox,8.1,Action,2005,9,1.176,0.305,7.028
Indigo Prophecy,PC,8.4,Adventure,2005,9,1.195,0.119,7.203
Duke Nukem Mobile 3D,Wireless,7.8,Shooter,2005,9,1.094,0.065,6.907
Ultimate Spider-Man,Nintendo DS,8.0,Action,2005,9,1.162,0.244,6.216
Frantix,PlayStation Portable,6.0,Action,2005,9,0.871,0.263,6.684
The Suffering: Ties That Bind,PlayStation 2,8.1,Action,2005,9,1.176,0.28,6.794
Scooby-Doo! Unmasked,Xbox,6.9,Action,2005,9,1.002,0.305,7.028
Maria Sharapova Tennis,Wireless,6.8,Sports,2005,9,0.966,0.138,7.434
Burnout Legends,PlayStation Portable,8.5,Racing,2005,9,1.246,0.103,6.565
New Rally-X,Wireless,6.5,Racing,2005,9,0.953,0.071,6.85
The Sims 2: Nightlife,PC,8.2,Simulation,2005,9,1.197,0.053,7.105
JAMDAT Sports NFL 2006,Wireless,8.5,Sports,2005,9,1.208,0.138,7.434
Tecmo Classic Arcade,Xbox,4.8,Action,2005,9,0.697,0.305,7.028
Tom and Jerry: Food Fight,Wireless,6.8,Action,2005,9,0.988,0.296,7.055
Doom RPG,Wireless,9.0,RPG,2005,9,1.192,0.011,8.26
Armored Core: Nine Breaker,PlayStation 2,5.5,Action,2005,9,0.799,0.28,6.794
Madden NFL 06,PlayStation Portable,8.5,Sports,2005,9,1.208,0.141,6.987
Indigo Prophecy,PlayStation 2,8.4,Adventure,2005,9,1.195,0.039,6.315
"Warhammer 40,000: Dawn of War -- Winter Assault",PC,8.5,Strategy,2005,9,1.166,0.153,7.314
Indigo Prophecy,Xbox,8.4,Adventure,2005,9,1.195,0.034,6.821
Dance Dance Revolution Extreme 2,PlayStation 2,7.5,Music,2005,10,1.077,0.049,6.906
Kingdom Under Fire: Heroes,Xbox,8.5,Strategy,2005,9,1.166,0.021,7.341
FIFA Soccer 06,Xbox,8.7,Sports,2005,9,1.236,0.208,7.872
Ultimate Spider-Man,PC,8.4,Action,2005,9,1.22,0.243,7.019
FIFA Soccer 06,GameCube,8.5,Sports,2005,9,1.208,0.22,7.566
FIFA Soccer 06,PlayStation 2,8.7,Sports,2005,9,1.236,0.185,7.206
Rome: Total War -- Barbarian Invasion,PC,8.8,Strategy,2005,9,1.208,0.153,7.314
Wallace & Gromit: The Curse of the Were-Rabbit,PlayStation 2,6.5,Action,2005,9,0.944,0.28,6.794
DICE: DNA Integrated Cybernetic Enterprises,PlayStation 2,5.5,Action,2005,9,0.799,0.28,6.794
Lunar: Dragon Song,Nintendo DS,6.3,RPG,2005,9,0.834,0.082,7.196
Lost in Blue,Nintendo DS,6.8,Adventure,2005,9,0.967,0.096,6.305
Black & White 2,PC,8.8,Strategy,2005,9,1.208,0.153,7.314
Frogger: Ancient Shadow,Xbox,5.3,Platformer,2005,9,0.734,0.033,7.215
Day of Defeat: Source,PC,8.4,Shooter,2005,9,1.179,0.102,7.097
NBA 2K6,PlayStation 2,8.0,Sports,2005,9,1.137,0.185,7.206
Total Overdose: A Gunslinger's Tale in Mexico,Xbox,8.0,Action,2005,9,1.162,0.305,7.028
NBA Live 06,PlayStation 2,9.0,Sports,2005,9,1.279,0.185,7.206
NBA Live 06,Xbox,9.0,Sports,2005,9,1.279,0.208,7.872
Tiger Woods PGA Tour 06,PC,8.7,Sports,2005,9,1.236,0.053,7.0
Mobile Suit Gundam SEED: Never Ending Tomorrow,PlayStation 2,2.5,Action,2005,9,0.363,0.28,6.794
Frogger: Ancient Shadow,GameCube,5.3,Platformer,2005,9,0.734,0.069,6.666
NBA '06,PlayStation Portable,7.5,Sports,2005,9,1.066,0.141,6.987
Frogger: Ancient Shadow,PlayStation 2,5.3,Action,2005,9,0.77,0.28,6.794
Ultimate Spider-Man (Limited Edition),PlayStation 2,8.3,Action,2005,9,1.206,0.28,6.794
Top Spin,PlayStation 2,7.4,Sports,2005,9,1.052,0.185,7.206
NBA 2K6,Xbox,8.0,Sports,2005,9,1.137,0.208,7.872
Far Cry Instincts,Xbox,9.0,Shooter,2005,9,1.263,0.118,7.485
Midway Arcade Treasures 3,Xbox,8.2,Racing,2005,9,1.202,0.136,6.98
Capcom Classics Collection Vol. 1,PlayStation 2,8.1,Action,2005,9,1.176,0.28,6.794
Midway Arcade Treasures 3,PlayStation 2,8.0,Compilation,2005,9,1.075,0.007,7.136
S.L.A.I. -Steel Lancer Arena International-,PlayStation 2,7.0,Action,2005,9,1.017,0.28,6.794
NBA Live 06,GameCube,9.0,Sports,2005,9,1.279,0.22,7.566
Capcom Classics Collection Vol. 1,Xbox,8.1,Action,2005,9,1.176,0.305,7.028
Ultimate Spider-Man,GameCube,8.4,Action,2005,9,1.22,0.289,6.938
Total Overdose: A Gunslinger's Tale in Mexico,PlayStation 2,8.0,Action,2005,9,1.162,0.28,6.794
Tiger Woods PGA Tour 06,PlayStation Portable,8.5,Sports,2005,9,1.208,0.141,6.987
NIBIRU: Age of Secrets,PC,6.8,Adventure,2005,9,0.967,0.119,7.203
Tiger Woods PGA Tour 06,PlayStation 2,8.4,Sports,2005,9,1.194,0.185,7.206
Trace Memory,Nintendo DS,6.0,Adventure,2005,9,0.853,0.096,6.305
Marvel Nemesis: Rise of the Imperfects,GameCube,4.8,Fighting,2005,9,0.68,0.055,7.168
Tiger Woods PGA Tour 06,Xbox,8.4,Sports,2005,9,1.194,0.208,7.872
World Series of Poker,PlayStation Portable,3.3,Card,2005,9,0.478,0.017,5.918
Jamdat Mahjong,Wireless,8.2,Board,2005,9,1.24,0.014,7.431
Marvel Nemesis: Rise of the Imperfects,Xbox,5.1,Fighting,2005,9,0.723,0.048,6.787
Dungeons & Dragons: Dragonshard,PC,8.4,Strategy,2005,9,1.153,0.153,7.314
Ultimate Spider-Man,Xbox,8.4,Action,2005,9,1.22,0.305,7.028
Tiger Woods PGA Tour 06,GameCube,8.3,Sports,2005,9,1.179,0.22,7.566
Marvel Nemesis: Rise of the Imperfects,PlayStation 2,5.0,Fighting,2005,9,0.708,0.052,7.046
Ultimate Spider-Man,PlayStation 2,8.3,Action,2005,9,1.206,0.28,6.794
Tak: The Great Juju Challenge,Xbox,8.0,Platformer,2005,9,1.108,0.033,7.215
SSX On Tour,PlayStation 2,8.8,Sports,2005,10,1.25,0.185,7.206
SSX On Tour,GameCube,8.8,Sports,2005,10,1.25,0.22,7.566
Frogger: Helmet Chaos,PlayStation Portable,6.8,Puzzle,2005,10,0.955,0.076,6.99
Frogger: Helmet Chaos,Nintendo DS,6.8,Puzzle,2005,10,0.955,0.083,6.59
SOCOM 3: U.S. Navy SEALs,PlayStation 2,9.0,Shooter,2005,10,1.263,0.065,6.655
Trauma Center: Under the Knife,Nintendo DS,8.0,Simulation,2005,10,1.168,0.075,5.874
Bet On Soldier: Blood Sport,PC,7.0,Shooter,2005,10,0.982,0.102,7.097
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Xbox,6.0,Action,2005,10,0.871,0.305,7.028
Pokemon XD: Gale of Darkness,GameCube,6.8,RPG,2005,10,0.9,0.022,7.891
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PlayStation 2,6.0,Action,2005,10,0.871,0.28,6.794
California Games,Wireless,7.0,Sports,2005,10,0.995,0.138,7.434
Brothers in Arms: Earned in Blood,Xbox,8.2,Shooter,2005,10,1.151,0.118,7.485
Duke Nukem Mobile II: Bikini Project,Wireless,7.9,Action,2005,10,1.147,0.296,7.055
Devil Kings,PlayStation 2,5.9,Action,2005,10,0.857,0.28,6.794
Age of Empires III,PC,8.8,Strategy,2005,10,1.208,0.153,7.314
Dragon Ball Z Budokai Tenkaichi,PlayStation 2,8.2,Fighting,2005,10,1.162,0.052,7.046
Cold War,Xbox,5.8,Action,2005,10,0.842,0.305,7.028
DT Racer,PlayStation 2,3.2,Racing,2005,10,0.469,0.122,6.539
Looney Tunes Cannonball Follies,Wireless,7.9,Action,2005,10,1.147,0.296,7.055
Xyanide Mobile,Wireless,7.7,Shooter,2005,10,1.08,0.065,6.907
Castlevania: Dawn of Sorrow,Nintendo DS,9.3,Action,2005,10,1.351,0.244,6.216
Brothers in Arms: Earned in Blood,PC,8.8,Shooter,2005,10,1.235,0.102,7.097
Virtua Tennis World Tour,PlayStation Portable,8.5,Sports,2005,10,1.208,0.141,6.987
D12 Pro Wrestling,Wireless,6.4,Wrestling,2005,10,0.915,0.004,6.325
Backyard Football 2006,PlayStation 2,5.5,Sports,2005,10,0.782,0.185,7.206
Worms 4: Mayhem,Xbox,6.4,Strategy,2005,10,0.878,0.021,7.341
FIFA Soccer 06,Nintendo DS,8.1,Sports,2005,10,1.151,0.065,5.91
Quake 4,PC,8.1,Shooter,2005,10,1.137,0.102,7.097
L.A. Rush,PlayStation 2,5.6,Racing,2005,10,0.821,0.122,6.539
Alone: The Horror Begins,Wireless,8.5,Action,2005,10,1.235,0.296,7.055
L.A. Rush,Xbox,6.0,Racing,2005,10,0.88,0.136,6.98
NHL 5-on-5 2006,Wireless,8.3,Sports,2005,10,1.179,0.138,7.434
Breeders' Cup World Thoroughbred Championships,Xbox,4.3,Sports,2005,10,0.611,0.208,7.872
Bone: Out From Boneville,PC,5.9,Adventure,2005,10,0.839,0.119,7.203
Blitzkrieg II,PC,8.4,Strategy,2005,10,1.153,0.153,7.314
Cold War,PC,5.8,Action,2005,10,0.842,0.243,7.019
Tak: The Great Juju Challenge,Nintendo DS,6.2,Platformer,2005,10,0.858,0.034,6.84
Whac-A-Mole,Nintendo DS,5.0,Action,2005,10,0.726,0.244,6.216
F.E.A.R.,PC,9.2,Shooter,2005,10,1.291,0.102,7.097
Serious Sam II,Xbox,8.0,Shooter,2005,10,1.123,0.118,7.485
Breeders' Cup World Thoroughbred Championships,PlayStation 2,4.3,Sports,2005,10,0.611,0.185,7.206
Ultimate Spider-Man,Wireless,7.2,Action,2005,10,1.046,0.296,7.055
TЯAPT,PlayStation 2,7.5,Strategy,2005,10,1.029,0.029,7.362
Serious Sam II,PC,8.2,Shooter,2005,10,1.151,0.102,7.097
Phoenix Wright: Ace Attorney,Nintendo DS,7.8,Adventure,2005,10,1.109,0.096,6.305
SOCOM: U.S. Navy SEALs Mobile Recon,Wireless,9.0,Action,2005,10,1.307,0.296,7.055
Zatch Bell!: Mamodo Battles,PlayStation 2,5.0,Fighting,2005,10,0.708,0.052,7.046
SSX On Tour,PlayStation Portable,8.4,Sports,2005,10,1.194,0.141,6.987
SSX On Tour,Xbox,8.8,Sports,2005,10,1.25,0.208,7.872
Doom 3: Resurrection of Evil,Xbox,7.8,Shooter,2005,10,1.094,0.118,7.485
Call of Duty 2: Big Red One,Xbox,8.5,Shooter,2005,11,1.193,0.118,7.485
Star Wars Battlefront II,PlayStation Portable,7.8,Action,2005,11,1.133,0.263,6.684
Codename: Kids Next Door -- Operation: V.I.D.E.O.G.A.M.E.,GameCube,4.0,Action,2005,11,0.581,0.289,6.938
Vietcong 2,PC,6.8,Shooter,2005,11,0.954,0.102,7.097
Mega Man Battle Network 5: Double Team DS,Nintendo DS,6.5,RPG,2005,11,0.861,0.082,7.196
Star Wars Battlefront Mobile,Wireless,9.0,Shooter,2005,11,1.263,0.065,6.907
Shattered Union,Xbox,7.8,Strategy,2005,11,1.07,0.021,7.341
Call of Duty 2: Big Red One,PlayStation 2,8.0,Shooter,2005,11,1.123,0.065,6.655
Greg Hastings' Tournament Paintball Max'd,Xbox,7.5,Shooter,2005,10,1.052,0.118,7.485
From Russia With Love,Xbox,7.9,Action,2005,10,1.147,0.305,7.028
Castlevania: Curse of Darkness,PlayStation 2,7.8,Action,2005,10,1.133,0.28,6.794
Castlevania: Curse of Darkness,Xbox,7.8,Action,2005,10,1.133,0.305,7.028
Zoo Keeper DX,Wireless,7.7,Puzzle,2005,10,1.082,0.14,7.361
From Russia With Love,PlayStation 2,7.9,Action,2005,10,1.147,0.28,6.794
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,Game Boy Advance,6.5,Action,2005,10,0.944,0.407,6.456
Tomb Raider: The Osiris Codex,Wireless,8.0,Adventure,2005,10,1.138,0.032,6.972
Codename: Kids Next Door -- Operation: V.I.D.E.O.G.A.M.E.,PlayStation 2,4.0,Action,2005,10,0.581,0.28,6.794
From Russia With Love,GameCube,7.9,Action,2005,10,1.147,0.289,6.938
