title,platform,score,genre,release_year,release_month
Astria Ascending,PlayStation 5,6,RPG,2021,9
Astria Ascending,PlayStation 4,6,RPG,2021,9
Astria Ascending,PC,6,RPG,2021,9
Diablo II: Resurrected,PlayStation 4,7,Action,2021,9
Diablo II: Resurrected,Nintendo Switch,7,Action,2021,9
Diablo II: Resurrected,PC,7,Action,2021,9
Pathfinder: Wrath of the Righteous,PC,8,RPG,2022,9
Pathfinder: Wrath of the Righteous,Nintendo Switch,8,RPG,2022,9
Pathfinder: Wrath of the Righteous,PlayStation 4,8,RPG,2022,9
Pathfinder: Wrath of the Righteous,Xbox One,8,RPG,2022,9
Super Monkey Ball: Banana Mania,PlayStation 4,6,Action,2021,10
Super Monkey Ball: Banana Mania,PlayStation 5,6,Action,2021,10
Super Monkey Ball: Banana Mania,PC,6,Action,2021,10
Super Monkey Ball: Banana Mania,Xbox One,6,Action,2021,10
Outer Wilds,PC,8,Adventure,2023,12
Outer Wilds,Xbox One,8,Adventure,2023,12
Outer Wilds,PlayStation 4,8,Adventure,2023,12
Outer Wilds,Xbox Series X|S,8,Adventure,2023,12
FIFA 22,PlayStation 5,7,Sports,2021,9
Hot Wheels Unleashed,PlayStation 4,9,Racing,2022,9
Hot Wheels Unleashed,Xbox One,9,Racing,2022,9
Hot Wheels Unleashed,Xbox Series X|S,9,Racing,2022,9
Hot Wheels Unleashed,PC,9,Racing,2022,9
World War Z Aftermath,PlayStation 4,8,Action,2022,4
World War Z Aftermath,Xbox Series X|S,8,Action,2022,4
World War Z Aftermath,PC,8,Action,2022,4
World War Z Aftermath,Xbox One,8,Action,2022,4
Death Stranding,PC,7,Action,2024,1
Death Stranding,iPad,7,Action,2024,1
Death Stranding,Macintosh,7,Action,2024,1
Sable,Xbox One,7,Action,2022,11
Sable,PC,7,Action,2022,11
Kena,PC,8,Action,2021,9
Kena,PlayStation 4,8,Action,2021,9
Eastward,PC,8,Adventure,2022,12
Eastward,Xbox One,8,Adventure,2022,12
Lost Judgment,PlayStation 4,7,Action,2022,9
Lost Judgment,Xbox One,7,Action,2022,9
Lost Judgment,Xbox Series X|S,7,Action,2022,9
Lost Judgment,PC,7,Action,2022,9
SkateBird,Xbox One,5,Sports,2021,9
SkateBird,PC,5,Sports,2021,9
